gridmet_id,UniqueId,Name,StartedDateOnly,Latitude,Longitude,AcresBurned,gridmet_rows_available,n_days_7d,pr_mm_7d_mean,pr_mm_7d_min,pr_mm_7d_max,pr_mm_7d_sum,tmmn_K_7d_mean,tmmn_K_7d_min,tmmn_K_7d_max,tmmn_K_7d_sum,tmmx_K_7d_mean,tmmx_K_7d_min,tmmx_K_7d_max,tmmx_K_7d_sum,rmin_pct_7d_mean,rmin_pct_7d_min,rmin_pct_7d_max,rmin_pct_7d_sum,rmax_pct_7d_mean,rmax_pct_7d_min,rmax_pct_7d_max,rmax_pct_7d_sum,vs_m_s_7d_mean,vs_m_s_7d_min,vs_m_s_7d_max,vs_m_s_7d_sum,srad_W_m2_7d_mean,srad_W_m2_7d_min,srad_W_m2_7d_max,srad_W_m2_7d_sum,bi_7d_mean,bi_7d_min,bi_7d_max,bi_7d_sum,erc_7d_mean,erc_7d_min,erc_7d_max,erc_7d_sum,fm100_pct_7d_mean,fm100_pct_7d_min,fm100_pct_7d_max,fm100_pct_7d_sum,fm1000_pct_7d_mean,fm1000_pct_7d_min,fm1000_pct_7d_max,fm1000_pct_7d_sum,vpd_kPa_7d_mean,vpd_kPa_7d_min,vpd_kPa_7d_max,vpd_kPa_7d_sum,pet_mm_7d_mean,pet_mm_7d_min,pet_mm_7d_max,pet_mm_7d_sum,n_days_14d,pr_mm_14d_mean,pr_mm_14d_min,pr_mm_14d_max,pr_mm_14d_sum,tmmn_K_14d_mean,tmmn_K_14d_min,tmmn_K_14d_max,tmmn_K_14d_sum,tmmx_K_14d_mean,tmmx_K_14d_min,tmmx_K_14d_max,tmmx_K_14d_sum,rmin_pct_14d_mean,rmin_pct_14d_min,rmin_pct_14d_max,rmin_pct_14d_sum,rmax_pct_14d_mean,rmax_pct_14d_min,rmax_pct_14d_max,rmax_pct_14d_sum,vs_m_s_14d_mean,vs_m_s_14d_min,vs_m_s_14d_max,vs_m_s_14d_sum,srad_W_m2_14d_mean,srad_W_m2_14d_min,srad_W_m2_14d_max,srad_W_m2_14d_sum,bi_14d_mean,bi_14d_min,bi_14d_max,bi_14d_sum,erc_14d_mean,erc_14d_min,erc_14d_max,erc_14d_sum,fm100_pct_14d_mean,fm100_pct_14d_min,fm100_pct_14d_max,fm100_pct_14d_sum,fm1000_pct_14d_mean,fm1000_pct_14d_min,fm1000_pct_14d_max,fm1000_pct_14d_sum,vpd_kPa_14d_mean,vpd_kPa_14d_min,vpd_kPa_14d_max,vpd_kPa_14d_sum,pet_mm_14d_mean,pet_mm_14d_min,pet_mm_14d_max,pet_mm_14d_sum,n_days_30d,pr_mm_30d_mean,pr_mm_30d_min,pr_mm_30d_max,pr_mm_30d_sum,tmmn_K_30d_mean,tmmn_K_30d_min,tmmn_K_30d_max,tmmn_K_30d_sum,tmmx_K_30d_mean,tmmx_K_30d_min,tmmx_K_30d_max,tmmx_K_30d_sum,rmin_pct_30d_mean,rmin_pct_30d_min,rmin_pct_30d_max,rmin_pct_30d_sum,rmax_pct_30d_mean,rmax_pct_30d_min,rmax_pct_30d_max,rmax_pct_30d_sum,vs_m_s_30d_mean,vs_m_s_30d_min,vs_m_s_30d_max,vs_m_s_30d_sum,srad_W_m2_30d_mean,srad_W_m2_30d_min,srad_W_m2_30d_max,srad_W_m2_30d_sum,bi_30d_mean,bi_30d_min,bi_30d_max,bi_30d_sum,erc_30d_mean,erc_30d_min,erc_30d_max,erc_30d_sum,fm100_pct_30d_mean,fm100_pct_30d_min,fm100_pct_30d_max,fm100_pct_30d_sum,fm1000_pct_30d_mean,fm1000_pct_30d_min,fm1000_pct_30d_max,fm1000_pct_30d_sum,vpd_kPa_30d_mean,vpd_kPa_30d_min,vpd_kPa_30d_max,vpd_kPa_30d_sum,pet_mm_30d_mean,pet_mm_30d_min,pet_mm_30d_max,pet_mm_30d_sum,fire_start_date,log_acres,year,month,nwcg_size_class,severity_tier,size_tier,elevation,slope_degrees,aspect_degrees,northness,eastness
fire_01005,808c34bb-4e64-4eb5-9c3e-2a1e58195074,Border 10 Fire,2019-08-25,32.557546,-116.873955,25.0,30,7,0.0,0.0,0.0,0.0,288.45714285714286,287.4,289.4,2019.2,303.25714285714287,301.1,306.2,2122.8,38.17142857142857,28.8,48.2,267.2,96.37142857142858,87.8,100.0,674.6,3.8285714285714287,2.4,5.4,26.8,302.0285714285714,290.8,308.7,2114.2,39.0,32.0,46.0,273.0,42.85714285714285,40.0,46.0,300.0,14.428571428571429,13.5,15.4,101.0,13.414285714285713,13.2,13.7,93.9,1.187142857142857,0.77,1.72,8.309999999999999,5.671428571428571,5.0,6.5,39.7,14,0.0,0.0,0.0,0.0,288.45714285714286,286.0,290.8,4038.4,303.53571428571433,300.7,307.1,4249.500000000001,35.635714285714286,22.2,48.2,498.9,92.96428571428572,73.5,100.0,1301.5,2.95,1.7,5.4,41.3,307.37142857142857,290.8,316.2,4303.2,35.357142857142854,29.0,46.0,495.0,44.07142857142857,40.0,50.0,617.0,13.992857142857144,11.7,15.4,195.9,13.307142857142855,13.0,13.7,186.3,1.3142857142857145,0.77,2.14,18.4,5.5857142857142845,4.9,6.5,78.19999999999999,30,0.0,0.0,0.0,0.0,289.55,286.0,293.0,8686.5,303.9633333333333,300.7,307.1,9118.9,35.096666666666664,22.2,48.2,1052.9,89.63333333333335,73.5,100.0,2689.0000000000005,2.806666666666666,1.7,5.4,84.2,313.3766666666667,289.5,334.2,9401.3,35.53333333333333,29.0,46.0,1066.0,45.7,40.0,51.0,1371.0,12.856666666666666,10.4,15.4,385.7,13.243333333333336,12.7,13.8,397.30000000000007,1.402,0.77,2.14,42.06,5.833333333333333,4.9,6.9,175.0,2019-08-25,3.258096538021482,2019,8,C,Small,Small,341.34656,17.0,227.0,-0.6819983600624986,-0.7313537016191705
fire_01006,faf6064e-fc50-4289-8486-1235f20289d7,Sage Fire,2019-08-27,33.463991,-116.914799,12.0,30,7,0.0,0.0,0.0,0.0,290.0142857142857,287.4,292.8,2030.1,309.1,304.9,311.6,2163.7,21.1,10.0,33.1,147.70000000000002,77.21428571428571,54.9,100.0,540.5,3.242857142857144,2.2,4.6,22.700000000000003,300.4571428571429,286.7,314.6,2103.2000000000003,55.285714285714285,51.0,67.0,387.0,68.28571428571429,63.0,75.0,478.0,9.585714285714284,7.7,11.1,67.1,8.8,8.5,9.0,61.6,2.511428571428572,1.49,3.39,17.580000000000002,7.028571428571429,6.3,7.8,49.2,14,0.0,0.0,0.0,0.0,289.10714285714283,286.4,292.8,4047.5,309.22142857142853,304.9,313.1,4329.099999999999,18.11428571428571,8.8,33.1,253.6,72.83571428571429,54.6,100.0,1019.7,2.921428571428572,1.9,4.6,40.9,307.2642857142857,286.7,317.2,4301.7,54.642857142857146,48.0,67.0,765.0,70.5,63.0,76.0,987.0,8.785714285714286,7.0,11.1,123.0,8.685714285714285,8.4,9.0,121.6,2.6528571428571426,1.49,3.68,37.13999999999999,7.021428571428571,6.3,7.8,98.3,30,0.0,0.0,0.0,0.0,289.29999999999995,286.4,292.8,8678.999999999998,309.4266666666667,304.9,313.5,9282.8,17.15,8.8,33.1,514.5,70.36,49.0,100.0,2110.8,2.6866666666666665,1.8,4.6,80.6,312.3766666666668,232.4,338.1,9371.300000000005,52.96666666666667,46.0,67.0,1589.0,70.83333333333333,63.0,76.0,2125.0,8.126666666666667,6.2,11.1,243.8,8.95,8.4,10.0,268.5,2.7326666666666664,1.49,3.69,81.97999999999999,7.026666666666667,6.0,8.1,210.8,2019-08-27,2.5649493574615367,2019,8,C,Small,Small,525.8256,2.0,280.0,0.1736481776669299,-0.984807753012208
fire_01007,4ee8f023-1c92-4266-bb79-d41fdb3a5826,R-1 Fire,2019-08-28,40.593,-120.581,3380.0,30,7,0.0,0.0,0.0,0.0,284.49999999999994,282.0,287.2,1991.5,302.52857142857147,299.2,305.4,2117.7000000000003,15.471428571428577,8.7,22.4,108.30000000000004,55.01428571428572,36.7,66.3,385.1,3.671428571428571,3.3,4.1,25.7,287.51428571428573,266.5,294.3,2012.6,67.0,64.0,74.0,469.0,79.42857142857143,76.0,84.0,556.0,6.885714285714286,6.0,7.4,48.2,7.442857142857143,7.2,7.6,52.1,2.0028571428571427,1.47,2.66,14.02,6.471428571428572,6.0,7.4,45.3,14,0.0,0.0,0.0,0.0,284.26428571428573,282.0,287.2,3979.7,302.42857142857144,299.2,305.4,4234.0,15.19285714285714,8.7,22.4,212.7,54.864285714285714,36.7,66.3,768.1,3.4571428571428564,2.9,4.1,48.39999999999999,294.57142857142856,266.5,307.2,4124.0,64.78571428571429,61.0,74.0,907.0,78.92857142857143,76.0,84.0,1105.0,6.928571428571428,6.0,7.8,97.0,7.564285714285714,7.2,8.0,105.9,1.99,1.47,2.66,27.86,6.428571428571429,6.0,7.4,90.0,30,0.0766666666666666,0.0,2.3,2.3,283.41333333333336,277.4,287.2,8502.400000000001,301.20666666666665,291.7,305.4,9036.2,16.923333333333336,8.7,32.7,507.7000000000001,58.27333333333333,36.7,89.1,1748.2,3.386666666666667,2.2,4.5,101.6,300.97,237.4,343.5,9029.1,61.13333333333333,0.0,74.0,1834.0,77.6,53.0,84.0,2328.0,7.113333333333333,6.0,10.3,213.4,7.576666666666666,7.2,8.0,227.3,1.825333333333333,0.76,2.66,54.75999999999999,6.276666666666668,4.4,7.4,188.30000000000004,2019-08-28,8.125926802707886,2019,8,F,Large,Large,1584.7545,4.0,181.0,-0.9998476951563912,-0.0174524064372836
fire_01008,40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e,Carroll Fire,2019-08-31,37.718636,-121.657011,19.0,30,7,0.0,0.0,0.0,0.0,289.7285714285714,288.4,290.4,2028.1,305.24285714285713,300.8,308.6,2136.7,26.22857142857143,17.5,39.2,183.6,76.95714285714287,65.7,88.1,538.7,3.5857142857142854,3.0,4.0,25.1,294.2857142857143,289.5,299.2,2060.0,43.71428571428572,39.0,49.0,306.0,58.285714285714285,55.0,62.0,408.0,10.028571428571428,8.8,11.3,70.2,10.44285714285714,10.2,10.7,73.1,1.971428571428572,1.21,2.64,13.800000000000002,6.542857142857144,5.5,7.6,45.8,14,0.0,0.0,0.0,0.0,289.2428571428572,287.5,291.1,4049.400000000001,304.36428571428576,299.5,308.6,4261.1,29.207142857142856,17.5,42.6,408.9,82.27857142857144,65.7,95.8,1151.9,3.521428571428572,2.9,4.2,49.3,299.32142857142856,289.5,312.0,4190.5,42.642857142857146,37.0,49.0,597.0,56.92857142857143,53.0,62.0,797.0,10.692857142857145,8.8,12.4,149.70000000000002,10.428571428571429,10.0,10.7,146.0,1.7664285714285717,0.98,2.64,24.730000000000004,6.321428571428571,5.0,7.6,88.5,30,0.0,0.0,0.0,0.0,289.2866666666667,287.5,293.2,8678.6,304.8733333333333,298.5,311.9,9146.2,27.613333333333337,14.0,42.6,828.4000000000001,80.14999999999999,58.0,95.8,2404.4999999999995,3.503333333333333,2.6,4.2,105.1,308.47,278.1,332.7,9254.1,43.0,37.0,49.0,1290.0,57.56666666666667,53.0,65.0,1727.0,10.38,7.8,12.4,311.4,10.44,9.9,10.7,313.2,1.8903333333333328,0.98,3.38,56.71,6.586666666666667,5.0,8.4,197.6,2019-08-31,2.995732273553991,2019,8,C,Small,Small,318.09683,4.0,47.0,0.6819983600624985,0.7313537016191705
fire_01009,8faaa845-634f-4f94-b25e-f5ae78703da6,Creek Fire,2019-08-31,36.40193,-119.030621,756.0,30,7,0.0,0.0,0.0,0.0,293.95714285714286,291.8,295.6,2057.7,310.1142857142857,307.1,311.9,2170.8,22.27142857142857,17.1,25.7,155.9,60.942857142857136,49.1,71.8,426.6,2.757142857142857,2.2,3.4,19.3,288.2714285714286,279.0,295.6,2017.9,58.142857142857146,53.0,62.0,407.0,79.71428571428571,78.0,82.0,558.0,7.342857142857143,6.9,7.7,51.400000000000006,6.842857142857143,6.8,7.0,47.9,2.884285714285714,2.33,3.5,20.19,6.871428571428572,6.5,7.1,48.1,14,0.0,0.0,0.0,0.0,292.7214285714286,289.8,295.6,4098.1,309.1428571428572,306.2,311.9,4328.0,22.071428571428577,14.8,25.7,309.00000000000006,61.7,49.1,71.8,863.8,2.7928571428571423,2.1,3.8,39.1,295.6714285714285,279.0,309.2,4139.4,59.0,53.0,67.0,826.0,80.64285714285714,78.0,86.0,1129.0,7.15,5.8,7.7,100.1,6.707142857142856,6.4,7.0,93.9,2.722857142857143,2.12,3.5,38.12,6.878571428571429,6.0,7.5,96.3,30,0.0,0.0,0.0,0.0,292.28333333333336,288.8,295.6,8768.5,309.3133333333334,304.8,312.6,9279.4,19.26333333333333,10.8,27.0,577.9000000000001,56.78333333333332,39.2,73.8,1703.4999999999995,2.6800000000000006,1.7,3.9,80.40000000000002,304.97333333333336,279.0,331.7,9149.2,59.63333333333333,53.0,73.0,1789.0,82.63333333333334,78.0,88.0,2479.0,6.596666666666667,4.8,7.7,197.9,6.6000000000000005,6.4,7.0,198.00000000000003,2.883,1.95,3.84,86.49,7.006666666666666,6.0,8.4,210.2,2019-08-31,6.6293632534374485,2019,8,E,Medium,Medium,172.64796,5.0,179.0,-0.9998476951563912,0.0174524064372834
fire_01010,954bfbe7-424c-49e0-9611-23e9f7a475a2,Jolon Fire,2019-09-01,35.906482,-120.992914,66.0,30,7,0.0,0.0,0.0,0.0,286.87142857142857,285.5,288.5,2008.1,310.07142857142856,307.0,312.0,2170.5,16.95714285714286,14.4,22.2,118.70000000000002,84.61428571428571,78.1,96.1,592.3,3.5571428571428574,2.8,4.8,24.9,295.92857142857144,286.5,302.4,2071.5,51.42857142857143,46.0,61.0,360.0,58.42857142857143,56.0,60.0,409.0,11.5,10.7,12.7,80.5,10.857142857142858,10.8,11.0,76.0,2.62,1.98,2.97,18.34,7.485714285714287,6.7,9.0,52.400000000000006,14,0.0,0.0,0.0,0.0,286.04285714285714,283.2,288.5,4004.6,308.0571428571429,302.2,312.0,4312.8,20.892857142857142,13.5,35.7,292.5,89.82142857142857,78.1,100.0,1257.5,3.7,2.8,5.2,51.8,302.9857142857143,286.5,315.5,4241.8,51.07142857142857,45.0,61.0,715.0,57.285714285714285,53.0,60.0,802.0,12.214285714285712,10.7,13.7,170.99999999999997,10.657142857142858,9.9,11.0,149.20000000000002,2.232857142857143,1.24,2.97,31.26,7.114285714285715,5.8,9.0,99.6,30,0.0,0.0,0.0,0.0,285.52000000000004,283.0,288.5,8565.6,308.4133333333333,302.2,314.0,9252.4,18.07333333333333,9.2,35.7,542.2,85.20666666666665,67.1,100.0,2556.2,3.4733333333333323,2.3,5.2,104.19999999999996,311.19333333333327,270.3,336.3,9335.799999999996,52.7,45.0,62.0,1581.0,62.13333333333333,53.0,71.0,1864.0,10.753333333333334,8.1,13.7,322.6,10.05,9.3,11.0,301.5,2.389333333333333,1.24,3.57,71.68,7.29,5.8,9.0,218.7,2019-09-01,4.204692619390966,2019,9,C,Small,Small,345.23367,6.0,197.0,-0.9563047559630354,-0.2923717047227367
fire_01011,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc,Snail Fire,2019-09-01,34.71011,-119.3547,279.0,30,7,0.0,0.0,0.0,0.0,287.3,284.8,290.0,2011.1,312.5571428571429,307.5,314.7,2187.9,11.171428571428573,5.3,19.3,78.2,62.271428571428565,48.2,77.6,435.9,2.3285714285714287,1.8,2.7,16.3,302.65714285714284,299.0,307.7,2118.6,60.71428571428572,53.0,67.0,425.0,87.14285714285714,85.0,89.0,610.0,6.742857142857142,6.3,7.5,47.2,5.971428571428572,5.8,6.1,41.8,3.4371428571428573,2.39,3.93,24.06,7.028571428571429,5.8,7.7,49.2,14,0.0,0.0,0.0,0.0,286.07142857142856,283.2,290.0,4005.0,311.2428571428572,307.5,314.7,4357.400000000001,10.357142857142858,5.3,19.3,145.0,60.09285714285715,48.0,82.5,841.3000000000001,2.464285714285715,1.8,3.8,34.50000000000001,311.06428571428575,299.0,327.1,4354.900000000001,63.42857142857143,53.0,78.0,888.0,89.21428571428571,85.0,94.0,1249.0,6.192857142857142,4.7,7.5,86.69999999999999,5.792857142857142,5.5,6.1,81.09999999999998,3.24,2.39,3.93,45.36,7.107142857142856,5.8,8.5,99.5,30,0.0,0.0,0.0,0.0,285.52666666666664,281.5,290.0,8565.8,311.38333333333327,306.8,316.0,9341.499999999998,8.463333333333333,3.5,19.3,253.9,55.063333333333325,36.5,82.5,1651.9,2.51,1.5,3.8,75.3,318.92,280.9,343.2,9567.6,65.23333333333333,53.0,78.0,1957.0,90.7,85.0,95.0,2721.0,5.603333333333334,4.2,7.5,168.10000000000002,5.816666666666666,5.5,6.1,174.5,3.3590000000000004,2.39,4.41,100.77,7.370000000000001,5.8,9.2,221.1,2019-09-01,5.634789603169249,2019,9,D,Medium,Medium,1125.8582,2.0,317.0,0.7313537016191707,-0.6819983600624983
fire_01012,de9cacb4-0be2-47d1-8cf2-7a25aabacfae,Mines Fire,2019-09-02,37.545167,-121.596667,11.0,30,7,0.0,0.0,0.0,0.0,292.45714285714286,287.2,296.7,2047.2,304.1,299.5,307.1,2128.7,20.442857142857143,13.5,33.9,143.1,49.51428571428572,32.6,76.5,346.6,3.842857142857144,3.4,4.2,26.9,294.57142857142856,284.1,302.3,2062.0,55.285714285714285,52.0,59.0,387.0,76.42857142857143,72.0,80.0,535.0,6.785714285714286,5.8,7.8,47.5,7.128571428571429,7.0,7.3,49.900000000000006,2.36,1.26,3.12,16.52,6.971428571428572,5.6,7.8,48.8,14,0.0,0.0,0.0,0.0,291.9714285714286,286.0,296.7,4087.6,303.58571428571435,299.0,307.1,4250.200000000001,23.678571428571427,13.5,34.1,331.5,55.11428571428572,32.6,83.2,771.6000000000001,3.721428571428572,3.0,4.9,52.10000000000001,299.4428571428571,284.1,313.3,4192.2,53.07142857142857,46.0,60.0,743.0,74.64285714285714,70.0,80.0,1045.0,7.314285714285715,5.8,8.5,102.4,7.228571428571429,7.0,7.4,101.2,2.155714285714286,1.19,3.12,30.180000000000003,6.778571428571428,5.3,7.8,94.9,30,0.0,0.0,0.0,0.0,291.72,285.8,298.9,8751.6,303.5966666666666,296.7,309.7,9107.899999999998,22.58333333333333,11.1,42.8,677.5,53.373333333333335,29.5,83.2,1601.2,3.716666666666667,3.0,4.9,111.5,310.2333333333334,284.1,331.9,9307.000000000002,53.36666666666667,46.0,60.0,1601.0,75.13333333333334,66.0,81.0,2254.0,7.123333333333333,5.3,9.7,213.7,7.216666666666666,6.9,7.6,216.5,2.2153333333333336,0.91,3.81,66.46000000000001,6.949999999999999,5.2,8.7,208.5,2019-09-02,2.4849066497880004,2019,9,C,Small,Small,936.66345,14.0,202.0,-0.9271838545667874,-0.374606593415912
fire_01013,ebdceb89-fa30-486a-94f8-3eff8eedbd67,Antelope Fire,2019-09-02,36.600167,-120.8405,167.0,30,7,0.0,0.0,0.0,0.0,291.4,288.0,293.9,2039.8,310.1428571428572,306.9,312.2,2171.0,15.585714285714284,10.2,24.1,109.1,59.42857142857144,47.7,71.5,416.00000000000006,3.728571428571428,3.2,4.6,26.1,291.24285714285713,281.3,294.7,2038.7,62.0,57.0,66.0,434.0,77.85714285714286,76.0,80.0,545.0,7.042857142857143,6.7,7.3,49.3,7.342857142857142,7.3,7.4,51.39999999999999,3.052857142857143,2.24,3.65,21.37,7.871428571428571,7.3,8.4,55.1,14,0.0,0.0,0.0,0.0,291.3357142857143,288.0,293.9,4078.7,309.2928571428571,305.4,312.2,4330.099999999999,18.664285714285715,10.2,24.8,261.3,65.05,47.7,78.8,910.7,3.514285714285715,2.2,5.0,49.20000000000001,297.68571428571425,281.3,311.2,4167.599999999999,58.642857142857146,47.0,68.0,821.0,75.92857142857143,73.0,80.0,1063.0,7.657142857142857,6.7,8.6,107.2,7.378571428571428,7.2,7.5,103.3,2.7857142857142856,1.95,3.65,39.0,7.528571428571428,6.1,8.4,105.4,30,0.0,0.0,0.0,0.0,290.92,288.0,293.9,8727.6,309.05333333333334,304.4,313.7,9271.6,17.320000000000004,9.5,28.5,519.6000000000001,62.16,44.4,80.7,1864.8,3.49,2.2,5.0,104.7,307.17,279.0,326.9,9215.1,59.56666666666667,47.0,68.0,1787.0,77.46666666666667,73.0,82.0,2324.0,7.19,6.0,8.6,215.7,7.280000000000001,7.0,7.5,218.40000000000003,2.8266666666666667,1.76,3.91,84.8,7.676666666666668,6.1,9.0,230.30000000000004,2019-09-02,5.123963979403259,2019,9,D,Medium,Medium,384.20288,1.0,75.0,0.2588190451025207,0.9659258262890684
fire_01014,a5331bf6-d695-4309-a846-96808e41d757,Telephone Fire,2019-09-02,34.353667,-117.343833,15.0,30,7,0.0,0.0,0.0,0.0,292.18571428571425,291.3,293.8,2045.3,307.19999999999993,305.5,308.2,2150.4,19.4,10.6,27.6,135.8,57.77142857142858,40.5,74.0,404.4,3.242857142857144,2.5,4.8,22.700000000000003,282.4857142857143,263.4,292.3,1977.4,65.42857142857143,58.0,78.0,458.0,84.28571428571429,80.0,87.0,590.0,7.042857142857144,6.2,8.0,49.3,6.057142857142857,5.8,6.2,42.4,2.5542857142857147,1.98,3.09,17.880000000000003,6.828571428571429,6.1,8.1,47.8,14,0.0,0.0,0.0,0.0,291.01428571428573,288.3,293.8,4074.2,306.68571428571425,303.9,308.9,4293.599999999999,16.42142857142857,3.9,27.6,229.9,53.00714285714286,28.7,74.0,742.1,3.2928571428571423,2.5,4.8,46.1,291.37857142857143,263.4,311.9,4079.3,68.78571428571429,58.0,85.0,963.0,87.57142857142857,80.0,95.0,1226.0,6.185714285714285,4.5,8.0,86.6,5.857142857142857,5.6,6.2,82.0,2.584285714285715,1.98,3.45,36.18000000000001,6.999999999999999,6.1,8.1,98.0,30,0.0,0.0,0.0,0.0,290.4066666666667,286.8,293.8,8712.2,306.3766666666667,301.7,309.7,9191.3,13.693333333333335,3.9,27.6,410.80000000000007,47.75333333333332,28.7,74.0,1432.5999999999997,3.333333333333333,2.2,4.8,100.0,300.33666666666664,261.5,319.4,9010.1,70.43333333333334,58.0,87.0,2113.0,88.66666666666667,80.0,95.0,2660.0,5.603333333333333,4.4,8.0,168.09999999999997,5.98,5.6,6.4,179.39999999999998,2.665333333333334,1.94,3.51,79.96000000000002,7.219999999999999,6.1,8.6,216.6,2019-09-02,2.772588722239781,2019,9,C,Small,Small,1098.528,3.0,30.0,0.8660254037844387,0.4999999999999999
fire_01015,89008310-149d-480f-946f-4ce5a2a71c3f,Country Fire,2019-09-03,38.898915,-120.946657,85.0,30,7,0.0,0.0,0.0,0.0,290.6714285714285,288.6,293.5,2034.7,307.4285714285715,304.2,310.3,2152.0000000000005,17.571428571428573,13.1,25.8,123.0,52.81428571428573,40.4,67.9,369.7000000000001,2.742857142857143,1.8,3.8,19.2,290.5714285714286,277.3,297.5,2034.0,59.85714285714285,51.0,70.0,419.0,81.14285714285714,78.0,83.0,568.0,6.585714285714286,6.0,7.1,46.1,7.114285714285714,7.0,7.2,49.8,2.69,1.92,3.42,18.83,6.5,5.7,7.6,45.5,14,0.0,0.0,0.0,0.0,290.7857142857143,288.2,293.5,4071.0,307.45,304.2,310.3,4304.3,18.95,13.1,25.8,265.3,55.23571428571429,40.4,68.9,773.3000000000001,2.435714285714286,1.8,3.8,34.1,297.4714285714286,277.3,312.4,4164.6,56.142857142857146,49.0,70.0,786.0,79.64285714285714,76.0,83.0,1115.0,7.0,6.0,8.0,98.0,7.235714285714286,7.0,7.4,101.3,2.6314285714285712,1.92,3.42,36.84,6.335714285714286,5.7,7.6,88.7,30,0.0,0.0,0.0,0.0,290.01666666666665,284.9,293.5,8700.5,306.79,299.6,311.1,9203.7,19.78333333333333,12.6,34.2,593.5,57.36333333333333,40.4,84.6,1720.9,2.4633333333333334,1.2,3.8,73.9,306.74666666666667,277.3,333.1,9202.4,55.766666666666666,45.0,70.0,1673.0,79.0,71.0,83.0,2370.0,7.073333333333333,6.0,8.9,212.2,7.303333333333332,7.0,7.6,219.1,2.518,1.21,3.53,75.53999999999999,6.393333333333333,5.3,7.6,191.8,2019-09-03,4.454347296253507,2019,9,C,Small,Small,526.89703,2.0,168.0,-0.9781476007338056,0.2079116908177593
fire_01016,23f65de3-bf4d-4edf-a5eb-b21299195b0f,Deer Fire,2019-09-03,37.178353,-122.07743,10.0,30,7,0.0,0.0,0.0,0.0,289.45714285714286,286.6,292.7,2026.2,300.31428571428575,297.4,303.5,2102.2000000000003,31.71428571428572,20.6,42.6,222.00000000000003,70.7,49.7,89.1,494.9,4.442857142857143,2.8,5.8,31.1,289.3428571428572,275.2,295.7,2025.4,51.0,41.0,61.0,357.0,59.0,54.0,64.0,413.0,9.55714285714286,7.8,11.3,66.9,10.442857142857145,10.3,10.7,73.10000000000001,1.45,0.87,2.19,10.15,5.971428571428572,4.7,7.3,41.8,14,0.0,0.0,0.0,0.0,289.72142857142853,285.7,292.7,4056.1,300.5785714285715,294.8,304.6,4208.1,31.9,18.5,47.3,446.6,70.36428571428571,48.9,89.1,985.1,4.314285714285714,2.5,6.8,60.39999999999999,296.55,275.2,312.4,4151.7,48.85714285714285,38.0,61.0,684.0,56.642857142857146,47.0,64.0,793.0,10.45,7.8,14.2,146.29999999999998,10.73571428571429,10.3,11.3,150.30000000000004,1.481428571428571,0.7,2.35,20.74,6.014285714285713,4.7,7.3,84.19999999999999,30,0.0366666666666666,0.0,1.1,1.1,289.0633333333334,284.4,296.2,8671.900000000001,300.6466666666667,294.5,308.5,9019.4,31.526666666666667,14.6,47.3,945.8,72.42333333333333,42.2,97.3,2172.7,4.346666666666667,2.5,6.8,130.4,307.35666666666674,275.2,330.5,9220.700000000004,48.06666666666667,0.0,63.0,1442.0,56.3,39.0,67.0,1689.0,10.51,7.1,14.2,315.3,10.669999999999996,10.0,11.3,320.0999999999999,1.4999999999999998,0.67,3.14,44.99999999999999,6.236666666666666,4.3,9.4,187.1,2019-09-03,2.3978952727983707,2019,9,C,Small,Small,370.2577,7.0,186.0,-0.9945218953682732,-0.1045284632676535
fire_01017,3a48b649-8714-433d-9952-ff2bf9e8c90a,Walker Fire,2019-09-04,40.061389,-120.680556,54612.0,30,7,0.0,0.0,0.0,0.0,283.1142857142857,281.0,286.4,1981.8,303.9857142857142,302.7,306.4,2127.9,14.471428571428572,11.8,21.9,101.3,59.41428571428571,52.2,77.1,415.9,3.871428571428571,3.5,4.2,27.1,283.4428571428572,273.9,292.3,1984.1,70.71428571428571,67.0,75.0,495.0,82.28571428571429,79.0,84.0,576.0,6.742857142857143,6.1,7.3,47.2,6.942857142857142,6.9,7.0,48.6,2.1014285714285714,1.69,2.5,14.71,6.714285714285714,6.2,7.5,47.0,14,0.0,0.0,0.0,0.0,283.91428571428565,281.0,286.9,3974.7999999999993,304.6142857142857,302.7,308.5,4264.599999999999,14.514285714285714,8.6,21.9,203.2,58.10714285714285,40.1,77.1,813.5,3.7285714285714286,3.2,4.2,52.2,288.25,273.9,297.8,4035.5,69.28571428571429,64.0,76.0,970.0,82.0,79.0,85.0,1148.0,6.778571428571429,6.1,7.3,94.9,6.992857142857145,6.9,7.1,97.90000000000002,2.1957142857142857,1.69,3.02,30.74,6.814285714285715,6.2,8.1,95.4,30,0.0,0.0,0.0,0.0,283.59000000000003,278.9,286.9,8507.7,303.6066666666667,293.8,308.5,9108.2,15.626666666666669,8.6,30.4,468.8,59.03666666666666,40.1,81.1,1771.1,3.58,1.9,5.2,107.4,295.55000000000007,262.6,316.2,8866.500000000002,67.0,48.0,76.0,2010.0,81.0,75.0,85.0,2430.0,6.913333333333333,6.1,8.8,207.4,7.0633333333333335,6.9,7.3,211.9,2.075,0.91,3.02,62.24999999999999,6.643333333333333,5.0,8.1,199.3,2019-09-04,10.90802722863092,2019,9,G,Extreme,Extreme,1234.1322,16.0,32.0,0.848048096156426,0.5299192642332049
