County,No_Drought,D0,D1,D2,D3,D4,ValidStart_Date
Fresno County,0.0,100.0,100.0,100.0,75.02,16.8,2021-06-01
Fresno County,0.0,100.0,100.0,100.0,75.02,16.8,2021-05-25
Fresno County,0.0,100.0,100.0,100.0,75.7,16.8,2021-05-18
Fresno County,0.0,100.0,100.0,100.0,75.7,16.8,2021-05-11
Fresno County,0.0,100.0,100.0,100.0,75.7,0.0,2021-05-04
Fresno County,0.0,100.0,100.0,76.54,39.02,0.0,2021-04-27
Fresno County,0.0,100.0,100.0,76.54,39.02,0.0,2021-04-20
Fresno County,0.0,100.0,100.0,75.01,38.97,0.0,2021-04-13
Fresno County,0.0,100.0,93.02,63.52,9.04,0.0,2021-04-06
Fresno County,0.0,100.0,93.02,63.52,9.04,0.0,2021-03-30
Fresno County,0.0,100.0,93.02,63.52,9.04,0.0,2021-03-23
Fresno County,0.0,100.0,92.87,48.59,1.81,0.0,2021-03-16
Fresno County,0.0,100.0,93.6,48.59,1.81,0.0,2021-03-09
Fresno County,0.0,100.0,93.6,48.59,1.81,0.0,2021-03-02
Fresno County,0.0,100.0,93.6,48.59,1.81,0.0,2021-02-23
Fresno County,0.0,100.0,93.6,48.59,1.56,0.0,2021-02-16
Fresno County,0.0,100.0,93.6,48.59,1.56,0.0,2021-02-09
Fresno County,0.0,100.0,93.6,48.59,1.56,0.0,2021-02-02
Fresno County,0.0,100.0,100.0,83.37,41.24,0.0,2021-01-26
Fresno County,0.0,100.0,100.0,83.37,41.24,0.0,2021-01-19
Fresno County,0.0,100.0,100.0,83.61,41.24,0.0,2021-01-12
Fresno County,0.0,100.0,100.0,59.69,0.0,0.0,2021-01-05
Fresno County,0.0,100.0,100.0,59.69,0.0,0.0,2020-12-29
Fresno County,0.0,100.0,100.0,59.69,0.0,0.0,2020-12-22
Fresno County,0.0,100.0,100.0,59.69,0.0,0.0,2020-12-15
Fresno County,0.0,100.0,100.0,59.92,0.0,0.0,2020-12-08
Fresno County,0.0,100.0,93.48,27.25,0.0,0.0,2020-12-01
Fresno County,0.0,100.0,93.48,27.25,0.0,0.0,2020-11-24
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-11-17
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-11-10
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-11-03
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-10-27
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-10-20
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-10-13
Fresno County,0.0,100.0,59.69,0.0,0.0,0.0,2020-10-06
Fresno County,0.0,100.0,59.72,0.0,0.0,0.0,2020-09-29
Fresno County,0.0,100.0,59.33,0.0,0.0,0.0,2020-09-22
Fresno County,0.0,100.0,59.33,0.0,0.0,0.0,2020-09-15
Fresno County,0.0,100.0,57.25,0.0,0.0,0.0,2020-09-08
Fresno County,0.0,100.0,58.71,0.0,0.0,0.0,2020-09-01
Fresno County,0.0,100.0,58.71,0.0,0.0,0.0,2020-08-25
Fresno County,0.0,100.0,58.68,0.0,0.0,0.0,2020-08-18
Fresno County,0.0,100.0,58.68,0.0,0.0,0.0,2020-08-11
Fresno County,0.0,100.0,58.54,0.0,0.0,0.0,2020-08-04
Fresno County,0.0,100.0,58.54,0.0,0.0,0.0,2020-07-28
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-07-21
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-07-14
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-07-07
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-06-30
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-06-23
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-06-16
Fresno County,0.0,100.0,58.57,0.0,0.0,0.0,2020-06-09
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-06-02
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-05-26
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-05-19
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-05-12
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-05-05
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-04-28
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-04-21
Fresno County,0.0,100.0,59.6,0.0,0.0,0.0,2020-04-14
Fresno County,0.0,100.0,89.85,0.0,0.0,0.0,2020-04-07
Fresno County,0.0,100.0,89.85,0.0,0.0,0.0,2020-03-31
Fresno County,0.0,100.0,87.51,0.0,0.0,0.0,2020-03-24
Fresno County,0.0,100.0,88.17,0.0,0.0,0.0,2020-03-17
Fresno County,0.0,100.0,88.17,0.0,0.0,0.0,2020-03-10
Fresno County,0.0,100.0,71.22,0.0,0.0,0.0,2020-03-03
Fresno County,0.0,100.0,58.35,0.0,0.0,0.0,2020-02-25
Fresno County,4.92,95.08,60.7,0.0,0.0,0.0,2020-02-18
Fresno County,4.92,95.08,60.7,0.0,0.0,0.0,2020-02-11
Fresno County,5.21,94.79,0.0,0.0,0.0,0.0,2020-02-04
Fresno County,5.21,94.79,0.0,0.0,0.0,0.0,2020-01-28
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-21
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-14
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-07
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-24
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-17
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-10
Fresno County,0.0,100.0,0.0,0.0,0.0,0.0,2019-12-03
Fresno County,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-26
Fresno County,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-19
Fresno County,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-12
Fresno County,61.17,38.83,0.0,0.0,0.0,0.0,2019-11-05
Fresno County,61.19,38.81,0.0,0.0,0.0,0.0,2019-10-29
Fresno County,61.19,38.81,0.0,0.0,0.0,0.0,2019-10-22
Fresno County,62.05,37.95,0.0,0.0,0.0,0.0,2019-10-15
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-08
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-01
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-24
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-17
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-10
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-03
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-27
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-20
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-13
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-06
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-30
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-23
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-16
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-09
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-02
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-25
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-18
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-11
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-04
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-28
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-21
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-14
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-07
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-30
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-23
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-16
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-09
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-02
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-26
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-19
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-12
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-05
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-02-26
Fresno County,100.0,0.0,0.0,0.0,0.0,0.0,2019-02-19
Fresno County,52.76,47.24,0.0,0.0,0.0,0.0,2019-02-12
Fresno County,52.76,47.24,0.0,0.0,0.0,0.0,2019-02-05
Fresno County,52.76,47.24,0.0,0.0,0.0,0.0,2019-01-29
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2019-01-22
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2019-01-15
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2019-01-08
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2019-01-01
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2018-12-25
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2018-12-18
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2018-12-11
Fresno County,24.79,75.21,47.19,0.0,0.0,0.0,2018-12-04
Fresno County,0.0,100.0,47.19,0.0,0.0,0.0,2018-11-27
Fresno County,0.0,100.0,47.19,0.0,0.0,0.0,2018-11-20
Fresno County,0.0,100.0,43.57,0.0,0.0,0.0,2018-11-13
Fresno County,0.0,100.0,43.57,0.0,0.0,0.0,2018-11-06
Fresno County,28.45,71.55,43.57,0.0,0.0,0.0,2018-10-30
Fresno County,28.45,71.55,43.57,0.0,0.0,0.0,2018-10-23
Fresno County,28.45,71.55,43.57,0.0,0.0,0.0,2018-10-16
Fresno County,28.45,71.55,43.57,0.0,0.0,0.0,2018-10-09
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-10-02
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-09-25
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-09-18
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-09-11
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-09-04
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-08-28
Fresno County,7.53,92.47,43.57,0.0,0.0,0.0,2018-08-21
Fresno County,7.52,92.48,43.57,0.0,0.0,0.0,2018-08-14
Fresno County,7.52,92.48,43.57,0.0,0.0,0.0,2018-08-07
Fresno County,7.52,92.48,43.57,0.0,0.0,0.0,2018-07-31
Fresno County,7.28,92.72,43.27,0.0,0.0,0.0,2018-07-24
Fresno County,7.28,92.72,43.16,0.0,0.0,0.0,2018-07-17
Fresno County,7.28,92.72,43.09,0.0,0.0,0.0,2018-07-10
Fresno County,7.28,92.72,43.25,0.0,0.0,0.0,2018-07-03
Fresno County,7.24,92.76,43.25,0.0,0.0,0.0,2018-06-26
Fresno County,7.24,92.76,43.25,0.0,0.0,0.0,2018-06-19
Fresno County,7.31,92.69,43.25,0.0,0.0,0.0,2018-06-12
Fresno County,7.31,92.69,43.12,0.0,0.0,0.0,2018-06-05
Fresno County,7.31,92.69,43.12,0.0,0.0,0.0,2018-05-29
Fresno County,7.31,92.69,43.12,0.0,0.0,0.0,2018-05-22
Fresno County,7.15,92.85,43.38,0.0,0.0,0.0,2018-05-15
Fresno County,7.12,92.88,43.2,0.0,0.0,0.0,2018-05-08
Fresno County,7.62,92.38,43.2,0.0,0.0,0.0,2018-05-01
Fresno County,7.62,92.38,43.2,0.0,0.0,0.0,2018-04-24
Fresno County,7.62,92.38,43.2,0.0,0.0,0.0,2018-04-17
Fresno County,7.62,92.38,43.2,0.0,0.0,0.0,2018-04-10
Fresno County,0.0,100.0,69.9,0.0,0.0,0.0,2018-04-03
Fresno County,0.0,100.0,69.71,0.0,0.0,0.0,2018-03-27
Fresno County,0.0,100.0,96.14,59.49,0.0,0.0,2018-03-20
Fresno County,0.0,100.0,96.14,59.49,0.0,0.0,2018-03-13
Fresno County,0.0,100.0,97.73,62.13,0.0,0.0,2018-03-06
Fresno County,0.0,100.0,97.73,62.13,0.0,0.0,2018-02-27
Fresno County,0.0,100.0,97.73,62.13,0.0,0.0,2018-02-20
Fresno County,0.0,100.0,97.73,62.13,0.0,0.0,2018-02-13
Fresno County,0.0,100.0,97.88,0.0,0.0,0.0,2018-02-06
Fresno County,0.0,100.0,92.27,0.0,0.0,0.0,2018-01-30
Fresno County,1.42,98.58,0.0,0.0,0.0,0.0,2018-01-23
Fresno County,48.28,51.72,0.0,0.0,0.0,0.0,2018-01-16
Fresno County,48.3,51.7,0.0,0.0,0.0,0.0,2018-01-09
Fresno County,48.3,51.7,0.0,0.0,0.0,0.0,2018-01-02
Fresno County,48.3,51.7,0.0,0.0,0.0,0.0,2017-12-26
